Accession,Symbol,Gene Name,Location,Type,Proteome Profiles,Kinomes,Deep Proteomes,,,,,
IPI00910850,URM1 (includes EG:2768949),ubiquitin related modifier 1,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00910878,DDX39B,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,Nucleus,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00910882,TBC1D5,"TBC1 domain family, member 5",Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00910883,CALCOCO2,calcium binding and coiled-coil domain 2,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00910890,ORAOV1,oral cancer overexpressed 1,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00910923,MAPK7,mitogen-activated protein kinase 7,Cytoplasm,protein kinase,FALSE,FALSE,TRUE,,,,,
IPI00910937,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",Nucleus,kinase,TRUE,FALSE,TRUE,,,,,
IPI00910962,ELOVL5,ELOVL fatty acid elongase 5,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00910974,PGK1,phosphoglycerate kinase 1,Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00910977,MPST,mercaptopyruvate sulfurtransferase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00910990,AKR1C1/AKR1C2,"aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00911039, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00911050,FDXR,ferredoxin reductase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00911074, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00911117,C16orf55,chromosome 16 open reading frame 55,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00913835,TOM1 (includes EG:10043),target of myb1 (chicken),Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00913848,FERMT2,fermitin family member 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00913873,ECD,ecdysoneless homolog (Drosophila),Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00913924,LRRC15,leucine rich repeat containing 15,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00913938,IPO11,importin 11,Nucleus,transporter,TRUE,TRUE,TRUE,,,,,
IPI00913961,H2AFV,"H2A histone family, member V",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00913988,MED12,mediator complex subunit 12,Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00913991,PDHX,"pyruvate dehydrogenase complex, component X",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00914006,DCTN4,dynactin 4 (p62),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00914016,DCTN4,dynactin 4 (p62),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00914045,C6orf228,chromosome 6 open reading frame 228,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00914048,C11orf68,chromosome 11 open reading frame 68,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00914061,TCOF1,Treacher Collins-Franceschetti syndrome 1,Nucleus,transporter,TRUE,FALSE,FALSE,,,,,
IPI00914529,RPL28,ribosomal protein L28,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00914539,ANKFY1,ankyrin repeat and FYVE domain containing 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00914561,HRC,histidine rich calcium binding protein,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00914566,FDPS,farnesyl diphosphate synthase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00914582,FXYD3,FXYD domain containing ion transport regulator 3,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00914628,USP24,ubiquitin specific peptidase 24,unknown,peptidase,TRUE,FALSE,FALSE,,,,,
IPI00914640, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00914847,NEB,nebulin,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00914853,LRRFIP1,leucine rich repeat (in FLII) interacting protein 1,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00914871,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",Extracellular Space,other,TRUE,TRUE,TRUE,,,,,
IPI00914881,USP54,ubiquitin specific peptidase 54,unknown,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00914887,RCOR3,REST corepressor 3,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00914890,MAST4,microtubule associated serine/threonine kinase family member 4,unknown,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00914923,IFITM1,interferon induced transmembrane protein 1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00914926,ACAD10,"acyl-CoA dehydrogenase family, member 10",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00914938,AP2A2,"adaptor-related protein complex 2, alpha 2 subunit",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00914949,SPTB,"spectrin, beta, erythrocytic",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00914966,MUC1,"mucin 1, cell surface associated",Plasma Membrane,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00914975,SENP1,SUMO1/sentrin specific peptidase 1,Nucleus,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00915008, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00915022,THOC2,THO complex 2,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00915260,CCNK,cyclin K,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00915263,C6orf203,chromosome 6 open reading frame 203,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00915287,PTBP3,polypyrimidine tract binding protein 3,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00915329,_, , , ,FALSE,FALSE,TRUE,,,,,
IPI00915334,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative),unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00915340,HNRNPD,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00915342,LMO2,LIM domain only 2 (rhombotin-like 1),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00915356,CPSF7,"cleavage and polyadenylation specific factor 7, 59kDa",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00915357,PDK3,"pyruvate dehydrogenase kinase, isozyme 3",Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00915363,RPS24,ribosomal protein S24,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00915400,PTBP3,polypyrimidine tract binding protein 3,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00915437,RNASEH2B,"ribonuclease H2, subunit B",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00915443,CTAGE5,"CTAGE family, member 5",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00915456,DAXX,death-domain associated protein,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00915761,CLK1,CDC-like kinase 1,Nucleus,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00915767,MAPRE2,"microtubule-associated protein, RP/EB family, member 2",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00915791, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00915799,VCP,valosin containing protein,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00915808,GARS,glycyl-tRNA synthetase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00915837,STK16,serine/threonine kinase 16,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00915872, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00915991, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00915993,DYNC1I2,"dynein, cytoplasmic 1, intermediate chain 2",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00916038,TAX1BP1,Tax1 (human T-cell leukemia virus type I) binding protein 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00916111,MDH1,"malate dehydrogenase 1, NAD (soluble)",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00916131,PISD,phosphatidylserine decarboxylase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00916186,MAPRE2,"microtubule-associated protein, RP/EB family, member 2",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00916188,NCL,nucleolin,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00916229,MAT2A,"methionine adenosyltransferase II, alpha",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00916258,WDR47,WD repeat domain 47,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00916272,TSPAN4,tetraspanin 4,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00916334,GALNT3,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3),Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00916402,AAK1,AP2 associated kinase 1,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00916418,MCFD2,multiple coagulation factor deficiency 2,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00916441,UNC50,unc-50 homolog (C. elegans),Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00916455,MPP6 (includes EG:35343),"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",Plasma Membrane,kinase,TRUE,FALSE,FALSE,,,,,
IPI00916503,BZW1,basic leucine zipper and W2 domains 1,Cytoplasm,translation regulator,TRUE,FALSE,TRUE,,,,,
IPI00916546, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00916570,SCAMP4,secretory carrier membrane protein 4,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00916703,R3HDM1,R3H domain containing 1,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00916768, , , , ,TRUE,TRUE,FALSE,,,,,
IPI00916822,PPIL3,peptidylprolyl isomerase (cyclophilin)-like 3,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00916847,OLA1,Obg-like ATPase 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00916940,AARSD1,alanyl-tRNA synthetase domain containing 1,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00917000,ACVR1,"activin A receptor, type I",Plasma Membrane,kinase,TRUE,FALSE,FALSE,,,,,
IPI00917061,CLEC16A,"C-type lectin domain family 16, member A",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00917081,ANO6,anoctamin 6,Plasma Membrane,ion channel,FALSE,TRUE,TRUE,,,,,
IPI00917102,MARK3,MAP/microtubule affinity-regulating kinase 3,Cytoplasm,kinase,FALSE,TRUE,FALSE,,,,,
IPI00917105,GLS,glutaminase,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00917228,PTMA,"prothymosin, alpha",Nucleus,other,FALSE,TRUE,FALSE,,,,,
IPI00917260,AARSD1,alanyl-tRNA synthetase domain containing 1,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00917299,GGCT,gamma-glutamylcyclotransferase,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00917353,IPO11,importin 11,Nucleus,transporter,TRUE,FALSE,FALSE,,,,,
IPI00917358,MLPH,melanophilin,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00917437,ATHL1,"ATH1, acid trehalase-like 1 (yeast)",unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00917487,PPP3R1,"protein phosphatase 3, regulatory subunit B, alpha",Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00917544,CLCN1,"chloride channel, voltage-sensitive 1",Plasma Membrane,ion channel,TRUE,FALSE,FALSE,,,,,
IPI00917623,TSN,translin,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00917650,PIEZO1,piezo-type mechanosensitive ion channel component 1,Cytoplasm,ion channel,TRUE,FALSE,TRUE,,,,,
IPI00917656,MZT2B,mitotic spindle organizing protein 2B,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00917671,WDR81,WD repeat domain 81,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00917683,SUMO1,SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00917686,HSPD1,heat shock 60kDa protein 1 (chaperonin),Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00917837,ITGB6,"integrin, beta 6",Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00917901,SERF2,small EDRK-rich factor 2,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00917916,DIS3L2,DIS3 mitotic control homolog (S. cerevisiae)-like 2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00917921,CYBRD1,cytochrome b reductase 1,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00917964,MPP6 (includes EG:35343),"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",Plasma Membrane,kinase,TRUE,FALSE,TRUE,,,,,
IPI00917968,CHN2,chimerin (chimaerin) 2,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00918002,MUC5AC/MUC5B,"mucin 5AC, oligomeric mucus/gel-forming",Extracellular Space,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00921080,ITGA6,"integrin, alpha 6",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00921122,DENND4A,DENN/MADD domain containing 4A,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00921172,CROT,carnitine O-octanoyltransferase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00921207,RGPD5 (includes others),RANBP2-like and GRIP domain containing 5,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00921293,C2orf72,chromosome 2 open reading frame 72,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00921415,ZNF286B,zinc finger protein 286B,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00921422,CKAP5,cytoskeleton associated protein 5,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00921428,IMPA1,inositol(myo)-1(or 4)-monophosphatase 1,Cytoplasm,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00921456, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00921468,GATSL2,GATS protein-like 2,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00921537,C15orf61,chromosome 15 open reading frame 61,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00921566,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00921581, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00921814,SLC12A5,"solute carrier family 12 (potassium/chloride transporter), member 5",Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00921819,CIZ1,CDKN1A interacting zinc finger protein 1,Nucleus,transporter,FALSE,FALSE,TRUE,,,,,
IPI00921827,CHURC1,churchill domain containing 1,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00921844,BUB1B,budding uninhibited by benzimidazoles 1 homolog beta (yeast),Nucleus,kinase,TRUE,FALSE,TRUE,,,,,
IPI00921849, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00921867, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00921881,NELL2,NEL-like 2 (chicken),Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00921882,SPP1 (includes EG:100359743),secreted phosphoprotein 1,Extracellular Space,cytokine,FALSE,FALSE,TRUE,,,,,
IPI00921928,SGCE,"sarcoglycan, epsilon",Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00921934,GOLGA2,golgin A2,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00921960,AK2,adenylate kinase 2,Cytoplasm,kinase,TRUE,FALSE,FALSE,,,,,
IPI00921961,ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",Cytoplasm,transporter,FALSE,TRUE,FALSE,,,,,
IPI00921989,FNBP1,formin binding protein 1,Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00922006,AP1S2,"adaptor-related protein complex 1, sigma 2 subunit",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00922108,ITGAV,"integrin, alpha V",Plasma Membrane,ion channel,TRUE,FALSE,TRUE,,,,,
IPI00922115, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00922153,AFAP1L2,actin filament associated protein 1-like 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00922223,ATP6V0D1,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1",Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00922250,C12orf75,chromosome 12 open reading frame 75,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00922265,MMGT1,membrane magnesium transporter 1,Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00922301, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00922376,CPT1B,carnitine palmitoyltransferase 1B (muscle),Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00922401,VPS11,vacuolar protein sorting 11 homolog (S. cerevisiae),Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00922413,FLJ61560, , , ,TRUE,FALSE,TRUE,,,,,
IPI00922433,HDHD1,haloacid dehalogenase-like hydrolase domain containing 1,unknown,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00922451,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00922476,EVPL,envoplakin,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00922479,PEX14 (includes EG:40294),peroxisomal biogenesis factor 14,Cytoplasm,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00922498,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00922511,F11R,F11 receptor,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00922559,NCOA4,nuclear receptor coactivator 4,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00922610,PXN,paxillin,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00922639,ACVR1B,"activin A receptor, type IB",Plasma Membrane,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00922640,DNAI1,"dynein, axonemal, intermediate chain 1",Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00922656,PIK3C2G,"phosphoinositide-3-kinase, class 2, gamma polypeptide",Cytoplasm,protein kinase,TRUE,FALSE,FALSE,,,,,
IPI00922682,GPHN,gephyrin,Plasma Membrane,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00922686,NOX4,NADPH oxidase 4,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00922694,HSPA9,heat shock 70kDa protein 9 (mortalin),Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00922751,SLC2A14,"solute carrier family 2 (facilitated glucose transporter), member 14",unknown,transporter,FALSE,FALSE,TRUE,,,,,
IPI00922773,TUFT1,tuftelin 1,Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00922808, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00922830,GRAMD3,GRAM domain containing 3,Extracellular Space,other,FALSE,TRUE,FALSE,,,,,
IPI00922833,GRAP2,GRB2-related adaptor protein 2,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00922834, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00922847,PGRMC1,progesterone receptor membrane component 1,Plasma Membrane,transmembrane receptor,FALSE,FALSE,TRUE,,,,,
IPI00922855,TUBGCP2,"tubulin, gamma complex associated protein 2",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00922876,KDM4B,lysine (K)-specific demethylase 4B,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00922878, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00922914,EPB41L3,erythrocyte membrane protein band 4.1-like 3,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00922924,STK32C,serine/threonine kinase 32C,unknown,protein kinase,TRUE,FALSE,FALSE,,,,,
IPI00923398,USP16,ubiquitin specific peptidase 16,Cytoplasm,peptidase,TRUE,FALSE,FALSE,,,,,
IPI00923410, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00923468,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00923582,SCRN1,secernin 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00924544,APEH,N-acylaminoacyl-peptide hydrolase,Cytoplasm,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00924549,BET1 (includes EG:10282),blocked early in transport 1 homolog (S. cerevisiae),Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00924574,APOD,apolipoprotein D,Extracellular Space,transporter,TRUE,TRUE,TRUE,,,,,
IPI00924598,TMEM40,transmembrane protein 40,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00924608,VPS13D,vacuolar protein sorting 13 homolog D (S. cerevisiae),unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00924630,NCAPH,"non-SMC condensin I complex, subunit H",Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00924657,CHL1,cell adhesion molecule with homology to L1CAM (close homolog of L1),Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00924667,C7orf59,chromosome 7 open reading frame 59,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00924713,PCYT1A,"phosphate cytidylyltransferase 1, choline, alpha",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00924716,TATDN3,TatD DNase domain containing 3,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00924727,TNS3,tensin 3,unknown,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00924769,WBSCR22,Williams Beuren syndrome chromosome region 22,Nucleus,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00924775,LIMK1,LIM domain kinase 1,Cytoplasm,protein kinase,FALSE,TRUE,TRUE,,,,,
IPI00924778,ECT2,epithelial cell transforming sequence 2 oncogene,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00924780,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00924787,MYD88,myeloid differentiation primary response gene (88),Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00924788,NCEH1,neutral cholesterol ester hydrolase 1,Plasma Membrane,enzyme,FALSE,TRUE,FALSE,,,,,
IPI00924809,PRPSAP1,phosphoribosyl pyrophosphate synthetase-associated protein 1,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00924816,MTPN,myotrophin,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00924825, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00924837,TCTN3,tectonic family member 3,Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00924885,FAM136A,"family with sequence similarity 136, member A",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00924944, , , , ,FALSE,TRUE,TRUE,,,,,
IPI00925052, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00925205,SH3GLB2,SH3-domain GRB2-like endophilin B2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00925217,CLASP2,cytoplasmic linker associated protein 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00925251, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00925255,RSBN1L,round spermatid basic protein 1-like,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00925297,BCL2L13,BCL2-like 13 (apoptosis facilitator),Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00925356,RHBDD2,rhomboid domain containing 2,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00925399,C3orf32,chromosome 3 open reading frame 32,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00925413,EIF4G1,"eukaryotic translation initiation factor 4 gamma, 1",Cytoplasm,translation regulator,TRUE,TRUE,TRUE,,,,,
IPI00925437,PSMD2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00925520,PFKL,"phosphofructokinase, liver",Cytoplasm,kinase,TRUE,FALSE,FALSE,,,,,
IPI00925553,IMMT,"inner membrane protein, mitochondrial",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00925586,LMAN2L,"lectin, mannose-binding 2-like",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00925589,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),Cytoplasm,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00925656,MRPS17 (includes EG:288621),mitochondrial ribosomal protein S17,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00925719,AMDHD2,amidohydrolase domain containing 2,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00925770, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00925804,AIP,aryl hydrocarbon receptor interacting protein,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00925806,ZDHHC3,"zinc finger, DHHC-type containing 3",Cytoplasm,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00925918,CCDC12,coiled-coil domain containing 12,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00925977,TAMM41,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00926020,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),Plasma Membrane,protein kinase,FALSE,TRUE,TRUE,,,,,
IPI00926023,CTDSP1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",Nucleus,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00926109,DHX30,DEAH (Asp-Glu-Ala-His) box polypeptide 30,Nucleus,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00926122,SORBS2,sorbin and SH3 domain containing 2,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00926127,EIF4G1,"eukaryotic translation initiation factor 4 gamma, 1",Cytoplasm,translation regulator,TRUE,FALSE,FALSE,,,,,
IPI00926253,CYP20A1,"cytochrome P450, family 20, subfamily A, polypeptide 1",unknown,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00926254,MAP2,microtubule-associated protein 2,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00926355, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00926399,MON1A,MON1 homolog A (yeast),unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00926427, , , , ,FALSE,FALSE,TRUE,,,,,
