Protein IDs (Uniprot),Gene names,Fasta header,Peptides,Unique peptides,Sequence coverage,Q-value,Rep1 tp = 0h,Rep1 tp = 1h,Rep1 tp = 2h,Rep1 tp = 4h,Rep1 tp = 8h,Rep1 tp = 16h,Rep1 tp = 32h,Rep2 tp = 0h,Rep2 tp = 1h,Rep2 tp = 2h,Rep2 tp = 4h,Rep2 tp = 8h,Rep2 tp = 16h,Rep2 tp = 32h,Rep3 tp = 0h,Rep3 tp = 1h,Rep3 tp = 2h,Rep3 tp = 4h,Rep3 tp = 8h,Rep3 tp = 16h,Rep3 tp = 32h,# data points,1-state-model_kA [h-1],2-state-model_kA [h-1],2-state-model_kB [h-1],2-state-model_ktransfer [h-1],1-state-model_AICp,1-state-model_RSS,2-state-model_AICp,2-state-model_RSS,Half-life (exponential) 1-state-model [h],Half-life (steady state) 2-state-model [h],score,Degradation profile,Abundance after pulse,Validation score
B1ARM8,Aspm,>tr|B1ARM8|B1ARM8_MOUSE Abnormal spindle-like microcephaly-associated protein homolog OS=Mus musculus GN=Aspm PE=4 SV=1;>sp|Q8CJ27|ASPM_MOUSE Abnormal spindle-like microcephaly-associated protein homolog OS=Mus musculus GN=Aspm PE=2 SV=2,7,7,4.9,0.00035486,,,,,,,,,,,,,,,100,57.7106346,47.1255316,28.6404659,16.7921227,,,5,0.250940228,0.704901551,0.139339374,0.381078849,0.999885813,0.052532774,0.000114187,0.001745111,2.762200335,3.8,0.358219205,UN,0.005693384,
B1ASU9,Tlk2,>tr|B1ASU9|B1ASU9_MOUSE Serine/threonine-protein kinase tousled-like 2 OS=Mus musculus GN=Tlk2 PE=4 SV=1;>sp|O55047|TLK2_MOUSE Serine/threonine-protein kinase tousled-like 2 OS=Mus musculus GN=Tlk2 PE=1 SV=2;>sp|O55047-2|TLK2_MOUSE Isoform 2 of Serine/thre,11,6,19.7,0,,,,,,,,,,,,,,,100,89.387463,97.6972901,72.6902703,65.0455606,,,5,0.057356358,0.535502798,0.054204411,4.965667855,0.999998337,0.004041639,1.66333E-06,0.003956404,12.08492319,12.8,0.103921529,ED,0.02509663,
B1AT82,Prpsap1,">tr|B1AT82|B1AT82_MOUSE MCG6846, isoform CRA_c OS=Mus musculus GN=Prpsap1 PE=1 SV=1;>sp|Q9D0M1|KPRA_MOUSE Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Mus musculus GN=Prpsap1 PE=1 SV=1;>tr|B1AT84|B1AT84_MOUSE Phosphoribosyl pyrophosphate s",12,10,43.9,0,100,96.0487791,83.1035064,86.123172,86.8656038,83.2948223,84.0244079,100,96.8809792,71.0626081,90.2102867,85.2598669,95.2080441,87.1619967,100,95.7509633,92.7444869,99.3456653,94.1222554,87.7355838,88.8825387,21,0.006052286,0.231857085,0.000400721,1.008935164,0.196039698,0.009954719,0.803960302,0.004636151,114.5265084,> 300,0.032622641,UN,0.205507368,
B1ATD5,Mtmr3,">tr|B1ATD5|B1ATD5_MOUSE MCG9626, isoform CRA_b OS=Mus musculus GN=Mtmr3 PE=1 SV=1;>tr|B1ATD4|B1ATD4_MOUSE Myotubularin-related protein 3 (Fragment) OS=Mus musculus GN=Mtmr3 PE=1 SV=1;>tr|R4GML8|R4GML8_MOUSE Myotubularin-related protein 3 (Fragment) OS=Mus ",18,15,20.7,0,,,,,,,,,,,,,,,100,88.5415497,62.5491598,101.0724318,71.1784277,66.319363,44.9466907,7,0.026299258,0.842948469,0.019010547,1.738249727,0.992385856,0.030677943,0.007614144,0.020215725,26.35614937,36.3,-0.180657384,UN,0.018361949,
B1ATZ0,Hgs,>tr|B1ATZ0|B1ATZ0_MOUSE Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=1;>tr|B1ATZ1|B1ATZ1_MOUSE Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=1;>sp|Q99LI8|HGS_MOUSE,18,18,31.1,0,100,,,,,60.1554361,56.5305751,100,,,75.3481939,63.3765389,93.2360582,55.474936,100,93.5145148,97.1725322,88.2034208,86.0331047,70.6062293,55.9399515,15,0.019258088,0.086073317,0.012861159,0.359413509,0.863196573,0.016054084,0.136803427,0.011988795,35.99252306,53.4,0.052658692,ED,0.074916668,
B1AU25,Aifm1,">tr|B1AU25|B1AU25_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1;>sp|Q9Z0X1|AIFM1_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",27,27,53.5,0,100,94.0448776,95.8799197,66.4730854,67.4428526,50.2195561,46.8783321,100,86.2667164,89.5881225,62.3143526,57.0077747,32.685123,30.9126887,100,77.594984,71.9941083,58.3705017,52.4993851,44.6537906,36.4704478,21,0.038047832,0.1212992,0.007082812,0.090356347,0.022575233,0.056892797,0.977424767,0.01691305,18.21778386,92,0.191987144,NED,0.322283503,0
B1AU75,Nasp,>tr|B1AU75|B1AU75_MOUSE Nuclear autoantigenic sperm protein OS=Mus musculus GN=Nasp PE=1 SV=1;>sp|Q99MD9|NASP_MOUSE Nuclear autoantigenic sperm protein OS=Mus musculus GN=Nasp PE=1 SV=2;>tr|B1AU76|B1AU76_MOUSE Nuclear autoantigenic sperm protein OS=Mus mus,27,27,53,0,100,86.1841124,100.1784541,82.8451274,89.7808512,74.2459785,76.0120639,100,93.9286627,112.6738732,90.9729341,88.0288291,67.4394548,79.6858716,100,86.7750098,90.3952488,79.2803063,78.3928617,68.169612,64.3777056,21,0.013073846,4.385915932,0.008733034,4.834478205,0.663140806,0.012738105,0.336859194,0.008830888,53.01784725,79.3,0.124444319,UN,0.190073783,
B1AUN3,Eif2b3,>tr|B1AUN3|B1AUN3_MOUSE Protein Eif2b3 OS=Mus musculus GN=Eif2b3 PE=4 SV=1;>tr|Q3UKV0|Q3UKV0_MOUSE Protein Eif2b3 OS=Mus musculus GN=Eif2b3 PE=2 SV=1;>tr|B1AUN2|B1AUN2_MOUSE MCG14442 OS=Mus musculus GN=Eif2b3 PE=4 SV=1,15,15,45.9,0,,,,,,,,,,,,,,,100,77.0845632,56.0677257,55.4873144,39.917982,42.7580387,36.7833731,7,0.0415517,0.36730405,0.006384135,0.227490411,0.420335789,0.136882855,0.579664211,0.004643513,16.68156023,105.9,0.129844172,UN,0.025121496,
B1AW21,Mtm1,>tr|B1AW21|B1AW21_MOUSE Myotubularin OS=Mus musculus GN=Mtm1 PE=4 SV=1;>sp|Q9Z2C5|MTM1_MOUSE Myotubularin OS=Mus musculus GN=Mtm1 PE=1 SV=2,5,5,12.4,0.00050684,,,,,,,,,,,,,,,100,108.4597569,106.6802132,78.1998098,104.3552729,,,5,0.005083625,8.21E-05,0.005232228,2.519026235,0.99999838,0.014173277,1.62006E-06,0.014170012,136.348989,132.5,0.267218443,UN,0.009604463,
B1AWE0,Clta,>tr|B1AWE0|B1AWE0_MOUSE Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=1;>tr|Q6PFA2|Q6PFA2_MOUSE Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=1;>tr|B1AWE1|B1AWE1_MOUSE Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=1;>sp|O08585|CL,7,7,28.7,0,100,,,92.6061124,86.984528,68.4272174,43.8372387,,,,,,,,100,86.4453781,95.1657545,93.7048624,87.9380495,70.9762922,51.5800038,12,0.022784075,0.078681524,0.022674389,4.766441673,0.96435524,0.002920859,0.03564476,0.002918774,30.42244143,30.6,0.003923167,ED,0.384130244,
B1AWL2,Zfp462,>tr|B1AWL2|B1AWL2_MOUSE Protein Zfp462 OS=Mus musculus GN=Zfp462 PE=4 SV=1;>tr|B1AWL4|B1AWL4_MOUSE Protein Zfp462 OS=Mus musculus GN=Zfp462 PE=4 SV=1;>tr|B1AWL5|B1AWL5_MOUSE Protein Zfp462 OS=Mus musculus GN=Zfp462 PE=4 SV=1,20,20,10.2,0,,,,,,,,,,,,,,,100,72.9340705,64.7151716,49.160436,44.1509948,,,5,0.124314408,0.352621012,0.004274915,0.217666525,0.999816865,0.029600756,0.000183135,0.000673824,5.575758992,159.4,0.301303533,UN,0.007070808,
B2RQ57,Abl2,>tr|B2RQ57|B2RQ57_MOUSE Abelson tyrosine-protein kinase 2 OS=Mus musculus GN=Abl2 PE=1 SV=1;>sp|Q4JIM5|ABL2_MOUSE Abelson tyrosine-protein kinase 2 OS=Mus musculus GN=Abl2 PE=1 SV=1;>tr|F8VQH0|F8VQH0_MOUSE Abelson tyrosine-protein kinase 2 OS=Mus musculus ,8,7,10.3,0,,,,,,,,,,,,,,,100,80.4992066,76.02226,92.6187273,84.522239,48.420306,36.8238406,7,0.033692282,4.83857254,0.028654229,4.519893761,0.99344842,0.018699721,0.00655158,0.013435809,20.57287691,24.1,-0.007398949,ED,0.006080679,
B2RRI2,Sbno1,>tr|B2RRI2|B2RRI2_MOUSE Protein strawberry notch homolog 1 OS=Mus musculus GN=Sbno1 PE=2 SV=1;>sp|Q689Z5|SBNO1_MOUSE Protein strawberry notch homolog 1 OS=Mus musculus GN=Sbno1 PE=1 SV=2;>sp|Q689Z5-2|SBNO1_MOUSE Isoform 2 of Protein strawberry notch homolo,35,27,36.1,0,,,,,,,,,,,,,,,100,82.7784841,79.6773552,56.2770248,49.1926619,27.3727671,16.1679825,7,0.064217325,0.145853781,0.034364049,0.093079984,0.811812495,0.041550671,0.188187505,0.003904952,10.79377226,15.7,0.220171024,UN,0.016734046,
B2RUJ2,Erbb2ip,>tr|B2RUJ2|B2RUJ2_MOUSE Erbb2ip protein OS=Mus musculus GN=Erbb2ip PE=2 SV=1;>sp|Q80TH2-1|LAP2_MOUSE Isoform 1 of Protein LAP2 OS=Mus musculus GN=Erbb2ip;>sp|Q80TH2|LAP2_MOUSE Protein LAP2 OS=Mus musculus GN=Erbb2ip PE=1 SV=3;>tr|B7ZNX6|B7ZNX6_MOUSE Erbb2i,28,28,32.4,0,100,,,,,72.3308825,84.1455275,,,,,,,,100,97.6962424,82.6885651,78.177723,68.8632367,59.8594325,41.7870846,10,0.019362042,0.105079551,0.005535511,0.209484472,0.938675415,0.040433513,0.061324585,0.026869036,35.79928083,123.7,0.059661651,ED,0.006990513,
B2RXC6,Polr3a,>tr|B2RXC6|B2RXC6_MOUSE DNA-directed RNA polymerase OS=Mus musculus GN=Polr3a PE=2 SV=1,21,20,20.6,0,,,,,,,,,,,,,,,100,84.0607704,65.8482106,49.6935223,30.7237835,,,5,0.155853093,0.223682847,0.070679493,0.126584823,0.999963416,0.004356353,3.65842E-05,0.00035975,4.447439375,7.2,0.109229024,ED,0.00377206,
B2RXW8,Ppfia1,>tr|B2RXW8|B2RXW8_MOUSE Ppfia1 protein OS=Mus musculus GN=Ppfia1 PE=1 SV=1;>tr|B2RXQ2|B2RXQ2_MOUSE Ppfia1 protein OS=Mus musculus GN=Ppfia1 PE=1 SV=1,18,16,19,0,,,,,,,,,,,,,,,100,98.3417853,111.1245901,60.1671418,67.7554572,84.484408,74.216086,7,0.01259469,0.117921696,1.20E-05,0.269821523,0.989529057,0.045980105,0.010470943,0.025214598,55.03487262,> 300,0.31341126,UN,0.013118019,
B7FAU9,Flna,">tr|B7FAU9|B7FAU9_MOUSE Filamin, alpha OS=Mus musculus GN=Flna PE=1 SV=1;>sp|Q8BTM8|FLNA_MOUSE Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5;>tr|B7FAV1|B7FAV1_MOUSE Filamin, alpha (Fragment) OS=Mus musculus GN=Flna PE=1 SV=1",142,130,68.7,0,100,93.6744691,95.4603343,99.2936368,97.1296676,94.0139356,91.8057633,100,101.0549231,97.8926749,95.1801736,88.1265846,85.2427185,82.3624996,100,108.0461308,112.1097145,107.2657837,105.9796758,96.28892,84.6719036,21,0.004646196,1.46E-06,0.005240469,0.341459706,0.923610567,0.003268313,0.076389433,0.003201661,149.1859396,132.3,-0.007472983,ED,2.610819201,
B7ZNP0,Edem3,">tr|B7ZNP0|B7ZNP0_MOUSE alpha-1,2-Mannosidase OS=Mus musculus GN=Edem3 PE=2 SV=1;>tr|A0A087WQK5|A0A087WQK5_MOUSE ER degradation-enhancing alpha-mannosidase-like protein 3 OS=Mus musculus GN=Edem3 PE=4 SV=1;>sp|Q2HXL6|EDEM3_MOUSE ER degradation-enhancing al",7,7,10,0,,,,,,,,,,,,,,,100,91.0604997,83.6640377,70.8867522,27.1189457,,,5,0.144308408,5.42E-05,0.297374328,0.297313451,0.999989643,0.018344375,0.000010357,0.004157564,4.803234889,3.9,-0.308382067,UN,0.01523482,
B7ZP47,Wapal,>tr|B7ZP47|B7ZP47_MOUSE Wapal protein OS=Mus musculus GN=Wapal PE=1 SV=1;>sp|Q65Z40|WAPL_MOUSE Wings apart-like protein homolog OS=Mus musculus GN=Wapal PE=1 SV=2,14,14,16.2,0,,,,,,,,,,,,,,,100,82.0296276,76.2968586,53.8717242,48.0008665,,,5,0.106882738,0.217233446,3.09E-05,0.143446288,0.999981385,0.012540698,1.86148E-05,0.001778092,6.485118101,> 300,0.251588996,UN,0.010678963,
B9EHJ3,Tjp1,>tr|B9EHJ3|B9EHJ3_MOUSE Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=1;>sp|P39447|ZO1_MOUSE Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2,50,50,41.1,0,100,101.2682074,99.6627833,106.5873055,98.2877109,101.906245,66.5730713,100,,,117.8896462,93.7791367,,,100,109.0364298,108.6527515,115.5441396,109.3686991,100.4899923,84.11539,17,0.005822313,1.18E-06,0.027104265,0.027120442,0.821486003,0.010564996,0.178513997,0.007848326,119.0501318,42.3,-0.153118032,UN,0.01845732,
B9EI21,Zmat3,>tr|B9EI21|B9EI21_MOUSE Zinc finger matrin type 3 OS=Mus musculus GN=Zmat3 PE=2 SV=1,7,1,44.5,0,,,,,,,,100,,,88.3377383,75.459261,,,100,89.643031,69.3370277,,,67.2800529,46.7102048,8,0.025120791,0.617346138,0.017961182,1.495388443,0.946953268,0.014477341,0.053046732,0.005931574,27.59257006,38.4,-0.016785876,ED,0.030544567,
B9EJ54,Nup205,">tr|B9EJ54|B9EJ54_MOUSE MCG21756, isoform CRA_b OS=Mus musculus GN=Nup205 PE=2 SV=1",56,56,37.6,0,100,89.192985,90.9748487,66.2796302,63.8140314,55.0561237,62.4375876,100,90.6741198,81.5302934,69.3063343,65.4858942,38.8693929,38.4215482,100,84.8004324,71.4243243,62.5831869,54.1294184,44.5723347,38.0623611,21,0.032408814,0.116844849,0.001469938,0.091503983,0.013637608,0.055504058,0.986362392,0.014963813,21.38761302,> 300,0.186689019,NED,0.047645972,4
B9EJR8,Heatr2,>tr|B9EJR8|B9EJR8_MOUSE HEAT repeat containing 2 OS=Mus musculus GN=Heatr2 PE=2 SV=1,24,24,41.9,0,,,,,,,,,,,,,,,100,107.5683567,93.9553319,95.3222439,79.2501021,56.9219368,33.5980938,7,0.033715833,4.00E-06,0.036660264,0.468801506,0.990527795,0.00300918,0.009472205,0.001748467,20.55850652,19.1,-0.068373721,ED,0.020434471,
B9EKS2,Kdm3b,>tr|B9EKS2|B9EKS2_MOUSE Jumonji domain containing 1B OS=Mus musculus GN=Kdm3b PE=2 SV=1;>sp|Q6ZPY7|KDM3B_MOUSE Lysine-specific demethylase 3B OS=Mus musculus GN=Kdm3b PE=2 SV=2;>sp|Q6ZPY7-2|KDM3B_MOUSE Isoform 2 of Lysine-specific demethylase 3B OS=Mus mus,19,18,16.8,0,,,,,,,,,,,,,,,100,86.6556274,75.3436076,77.4237264,61.6254782,,,5,0.065949599,0.476757267,0.039467835,1.274827868,0.999989364,0.00615844,1.06364E-05,0.001366334,10.51025614,17.4,0.013829481,ED,0.010649009,
D3YTQ9,Rps15,>tr|D3YTQ9|D3YTQ9_MOUSE 40S ribosomal protein S15 OS=Mus musculus GN=Rps15 PE=3 SV=1;>sp|P62843|RS15_MOUSE 40S ribosomal protein S15 OS=Mus musculus GN=Rps15 PE=2 SV=2,5,5,60.2,0,,,,,,,,100,,,67.9895202,81.1938732,90.2823171,120.3385776,100,61.8874285,76.9701237,67.9013146,85.8595795,62.5093467,104.1115248,12,0.00327374,3.107763539,1.07E-06,2.299660018,0.756512396,0.075169962,0.243487604,0.036511818,211.7294483,> 300,0.296268876,UN,0.836525428,
D3YU12,Nmral1,>tr|D3YU12|D3YU12_MOUSE NmrA-like family domain-containing protein 1 OS=Mus musculus GN=Nmral1 PE=4 SV=1;>sp|Q8K2T1|NMRL1_MOUSE NmrA-like family domain-containing protein 1 OS=Mus musculus GN=Nmral1 PE=1 SV=1;>sp|Q8K2T1-2|NMRL1_MOUSE Isoform 2 of NmrA-like,13,13,47.8,0,,,,,,,,,,,,,,,100,109.8941953,101.7337796,112.0002424,83.0934324,72.6367173,56.2182057,7,0.017908071,7.64E-07,0.020371555,0.333888228,0.994842312,0.007498544,0.005157688,0.00618187,38.70585488,34.2,-0.205933102,UN,0.053831759,
D3YU17,Ncln,>tr|D3YU17|D3YU17_MOUSE Nicalin OS=Mus musculus GN=Ncln PE=3 SV=1;>sp|Q8VCM8|NCLN_MOUSE Nicalin OS=Mus musculus GN=Ncln PE=2 SV=2,17,17,31.1,0,,,,,,,,100,49.9450778,32.8206061,25.2211844,18.0829406,,,100,52.1786092,27.9660503,20.2903559,14.1028985,12.1096412,11.5191177,12,0.103654605,0.773089404,0.018007943,0.118359445,0.000120035,0.710131103,0.999879965,0.01166098,6.687085252,31.8,0.569007361,NED,0.145608038,5
D3YU58,Anapc7,>tr|D3YU58|D3YU58_MOUSE Anaphase-promoting complex subunit 7 OS=Mus musculus GN=Anapc7 PE=1 SV=1;>sp|Q9WVM3|APC7_MOUSE Anaphase-promoting complex subunit 7 OS=Mus musculus GN=Anapc7 PE=1 SV=3,21,21,55.7,0,,,,,,,,100,,,26.4133493,25.3346542,,,100,63.0715062,47.9530766,39.9550954,35.3738697,15.4803333,10.9662268,10,0.090521798,0.594861995,0.04012058,0.226313311,0.069375204,0.285713395,0.930624796,0.02256632,7.657240501,14.5,0.521308902,NED,0.094431753,5
D3YU96,Cyth2,>tr|D3YU96|D3YU96_MOUSE Cytohesin-2 OS=Mus musculus GN=Cyth2 PE=4 SV=1;>sp|P63034-3|CYH2_MOUSE Isoform 3 of Cytohesin-2 OS=Mus musculus GN=Cyth2;>tr|Q99KH2|Q99KH2_MOUSE Cytohesin 2 OS=Mus musculus GN=Cyth2 PE=2 SV=1;>sp|P63034-2|CYH2_MOUSE Isoform 2 of Cyt,6,2,20.9,0,100,,,57.5357342,50.8694832,,,100,58.2401976,57.826587,,,,,100,89.25966,71.3565036,65.423305,52.9936806,41.3091464,22.1163899,13,0.054654274,0.969656045,0.035350358,0.966683777,0.056172261,0.060896038,0.943827739,0.009692098,12.6823966,19.1,0.160801623,NED,0.096885854,0
D3YUC9,Msrb3,">tr|D3YUC9|D3YUC9_MOUSE Methionine-R-sulfoxide reductase B3, mitochondrial OS=Mus musculus GN=Msrb3 PE=4 SV=1",3,1,53.5,0,,,,,,,,,,,,,,,100,112.8944433,111.4860121,102.4142403,75.4130673,46.430129,28.520887,7,0.039739166,0.011395602,0.040431908,1.827444286,0.995953156,0.016229194,0.004046844,0.01537837,17.44241906,17.2,-0.164950371,UN,0.570485241,
D3YUG5,Mkl1,>tr|D3YUG5|D3YUG5_MOUSE MKL/myocardin-like protein 1 (Fragment) OS=Mus musculus GN=Mkl1 PE=4 SV=1;>tr|D3YUI2|D3YUI2_MOUSE MKL/myocardin-like protein 1 OS=Mus musculus GN=Mkl1 PE=4 SV=1;>sp|Q8K4J6-2|MKL1_MOUSE Isoform 2 of MKL/myocardin-like protein 1 OS=Mu,16,15,31.1,0,,,,,,,,,,,,,,,100,77.9086237,56.5767017,42.4008761,28.0991486,19.5627981,15.1949055,7,0.074267837,0.288818475,0.018359509,0.084424493,0.034744607,0.202510879,0.965255393,0.001235103,9.333073439,29.8,0.22328564,NED,0.066711709,
D3YUM6,Steap2,">tr|D3YUM6|D3YUM6_MOUSE MCG2960, isoform CRA_a OS=Mus musculus GN=Steap2 PE=4 SV=1;>tr|D3Z1C4|D3Z1C4_MOUSE Metalloreductase STEAP2 (Fragment) OS=Mus musculus GN=Steap2 PE=4 SV=1;>sp|Q8BWB6|STEA2_MOUSE Metalloreductase STEAP2 OS=Mus musculus GN=Steap2 PE=2 ",10,10,35.1,0,,,,,,,,,,,,,,,100,64.027482,50.5562684,41.890084,31.2805247,35.0182436,13.7557548,7,0.069491232,0.72816864,0.036836357,0.402551285,0.763738326,0.173758341,0.236261674,0.013847631,9.974599159,17.3,0.289033818,UN,0.054189904,
D3YUS5,Rasal2,>tr|D3YUS5|D3YUS5_MOUSE Protein Rasal2 OS=Mus musculus GN=Rasal2 PE=1 SV=1;>tr|E9PW37|E9PW37_MOUSE Protein Rasal2 OS=Mus musculus GN=Rasal2 PE=1 SV=1,12,10,13.2,0,,,,,,,,,,,,,,,100,99.3738269,91.1118517,113.6950688,96.1343407,55.1999098,29.4224702,7,0.035641711,0.006846086,0.035470155,1.335355054,0.995882313,0.020364039,0.004117687,0.019105255,19.4476404,19.6,-0.148061653,ED,0.014104858,
D3YUW8,Pogz,>tr|D3YUW8|D3YUW8_MOUSE Pogo transposable element with ZNF domain OS=Mus musculus GN=Pogz PE=4 SV=1;>tr|D3YUX1|D3YUX1_MOUSE Pogo transposable element with ZNF domain OS=Mus musculus GN=Pogz PE=4 SV=1;>tr|Q0VGT3|Q0VGT3_MOUSE Pogo transposable element with Z,24,24,25.3,0,,,,,,,,,,,,,,,100,93.4340089,82.8077179,70.1679508,49.5708488,33.1401275,26.3331465,7,0.049704179,0.10400152,7.35E-06,0.032722712,0.049006933,0.04088208,0.950993067,0.000306081,13.94545068,> 300,0.003394919,UN,0.008709483,
D3YVW2,Golim4,>tr|D3YVW2|D3YVW2_MOUSE Golgi integral membrane protein 4 OS=Mus musculus GN=Golim4 PE=1 SV=1;>sp|Q8BXA1|GOLI4_MOUSE Golgi integral membrane protein 4 OS=Mus musculus GN=Golim4 PE=1 SV=1,14,14,28.1,0,100,,,,,62.2073301,73.4588296,100,,,82.1434999,53.5438867,72.7966857,49.9943577,100,74.9765966,67.5370931,57.0236751,50.7728516,51.0274011,35.6911711,15,0.025715255,0.431589869,0.006480797,0.486381379,0.34645084,0.080562456,0.65354916,0.031080133,26.95470802,106,0.053583821,UN,0.02572457,
D3YW48,Capns1,>tr|D3YW48|D3YW48_MOUSE Calpain small subunit 1 (Fragment) OS=Mus musculus GN=Capns1 PE=4 SV=1;>sp|O88456|CPNS1_MOUSE Calpain small subunit 1 OS=Mus musculus GN=Capns1 PE=2 SV=1,7,7,35.3,0,,,,,,,,100,28.1093591,20.857384,,,20.8057892,25.4916373,100,51.6249394,36.0255943,34.3671367,34.5978943,26.0524433,24.6902665,12,0.058493917,1.927320026,0.006896174,0.327724422,0.009983856,0.570480533,0.990016144,0.04102692,11.84990202,97.9,0.537380566,NED,0.426800711,1
D3YWC2,Arl6ip4,>tr|D3YWC2|D3YWC2_MOUSE ADP-ribosylation factor-like 6 interacting protein 4 OS=Mus musculus GN=Arl6ip4 PE=4 SV=1;>tr|D3Z6F1|D3Z6F1_MOUSE ADP-ribosylation factor-like protein 6-interacting protein 4 (Fragment) OS=Mus musculus GN=Arl6ip4 PE=4 SV=3;>sp|Q9JM9,2,2,16,0,,,,,,,,,,,,,,,100,110.0158753,100.828161,94.997707,88.9947054,,,5,0.012071593,0.000996428,0.063115394,0.0649909,0.999997923,0.002604205,2.07726E-06,0.002134062,57.41969385,17.7,-0.006979228,ED,0.038024925,
D3YWG1,Gm7964,>tr|D3YWG1|D3YWG1_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm7964 PE=4 SV=1,23,0,47.5,0.0020902,,,,,,,,100,,,98.0865804,94.9889487,88.9350095,78.6661968,100,,,,,,,5,0.007384864,0.00043372,0.007896308,0.505559558,0.999955974,3.55E-05,4.40264E-05,2.53E-06,93.86052372,87.8,-0.006385181,ED,0.194979779,
D3YWG2,Chid1,>tr|D3YWG2|D3YWG2_MOUSE Chitinase domain-containing protein 1 (Fragment) OS=Mus musculus GN=Chid1 PE=3 SV=1;>tr|G8JL55|G8JL55_MOUSE Chitinase domain-containing protein 1 (Fragment) OS=Mus musculus GN=Chid1 PE=4 SV=1;>sp|Q922Q9-2|CHID1_MOUSE Isoform 2 of Ch,6,6,33.1,0,,,,,,,,,,,,,,,100,90.9044375,82.3973898,63.3625398,67.7083736,,,5,0.063852539,0.183337788,9.26E-06,0.261046011,0.999991237,0.012059983,8.76287E-06,0.003124294,10.85543654,> 300,0.261317161,UN,0.018968016,
D3YWS8,Leng8,">tr|D3YWS8|D3YWS8_MOUSE Leukocyte receptor cluster (LRC) member 8, isoform CRA_a OS=Mus musculus GN=Leng8 PE=4 SV=1;>tr|D3YXV8|D3YXV8_MOUSE Leukocyte receptor cluster member 8 homolog (Fragment) OS=Mus musculus GN=Leng8 PE=4 SV=1;>sp|Q8CBY3|LENG8_MOUSE Leu",11,11,20.1,0,,,,,,,,,,,,,,,100,88.287795,66.3524733,63.8477853,49.951481,,,5,0.09755957,0.283254362,0.044071726,0.435603601,0.99999005,0.011571288,9.95029E-06,0.002707916,7.104860929,15,0.101609191,ED,0.017430442,
D3YX57,Fanci,>tr|D3YX57|D3YX57_MOUSE Fanconi anemia group I protein homolog OS=Mus musculus GN=Fanci PE=4 SV=1;>sp|Q8K368|FANCI_MOUSE Fanconi anemia group I protein homolog OS=Mus musculus GN=Fanci PE=1 SV=2;>sp|Q8K368-4|FANCI_MOUSE Isoform 4 of Fanconi anemia group I ,23,22,22.9,0,,,,,,,,,,,,,,,100,75.5685192,66.9745348,45.2069182,33.3682736,17.4756373,15.1013019,7,0.074315236,0.201659559,0.007403891,0.040305063,0.3552846,0.164561314,0.6447154,0.004772044,9.327120764,75,0.245137645,UN,0.008958961,
D3YXJ0,Dgkh,>tr|D3YXJ0|D3YXJ0_MOUSE Diacylglycerol kinase OS=Mus musculus GN=Dgkh PE=3 SV=1,7,6,7.9,0,,,,,,,,,,,,,,,100,82.7522665,72.3366137,100.2045118,89.5673635,,,5,0.020120817,3.294725373,6.52E-06,3.072518557,0.999995904,0.02368916,4.09604E-06,0.011276718,34.44925564,> 300,-0.057132621,ED,0.003212687,
D3YXZ3,Klc2,>tr|D3YXZ3|D3YXZ3_MOUSE Kinesin light chain 2 OS=Mus musculus GN=Klc2 PE=1 SV=1;>tr|Q91YS4|Q91YS4_MOUSE Kinesin light chain 2 OS=Mus musculus GN=Klc2 PE=1 SV=1;>sp|O88448|KLC2_MOUSE Kinesin light chain 2 OS=Mus musculus GN=Klc2 PE=1 SV=1,14,8,28.2,0,,,,,,,,,,,,,,,100,110.3083197,110.9006757,94.4647042,91.5937152,77.7464594,57.3405696,7,0.016446769,2.15E-05,0.020506035,0.204902531,0.993121821,0.004961854,0.006878179,0.003466716,42.1448845,34.3,0.013040228,ED,0.010570257,
