acc	id	pI	weight
MPCP_HUMAN_1	Q00325	9.29	34896.00
S2535_HUMAN_1	Q3KQZ1	9.21	32437.72
S2536_HUMAN_1	Q96CQ1	8.80	34282.57
ADT1_HUMAN_1	P12235	9.78	32933.31
S2540_HUMAN_1	Q8TBP6	9.43	38124.85
S2546_HUMAN_1	Q96AG3	6.97	46174.01
ADT2_HUMAN_1	P05141	9.71	32852.23
ADT2_HUMAN_2	P05141	9.71	32721.04
ADT3_HUMAN_1	P12236	9.76	32866.26
ADT3_HUMAN_2	P12236	9.76	32735.07
S26A2_HUMAN_1	P50443	8.67	81661.50
S27A1_HUMAN_1	Q6PCB7	8.83	71108.17
S27A2_HUMAN_1	O14975	8.75	70312.31
S27A3_HUMAN_1	Q5K4L6	7.25	78644.20
S27A4_HUMAN_1	Q6P1M0	8.77	72064.25
S29A1_HUMAN_1	Q99808	8.61	50088.25
GTR1_HUMAN_1	P11166	8.93	54083.78
ZNT1_HUMAN_1	Q9Y6M5	6.02	55299.81
ZNT6_HUMAN_1	Q6NXT4	9.28	51115.61
ZNT7_HUMAN_1	Q8NEW0	6.43	41625.96
ZNT9_HUMAN_1	Q6PML9	8.60	63515.11
ACATN_HUMAN_1	O00400	6.98	60909.00
NPT2B_HUMAN_1	O95436	8.54	75759.38
S35A2_HUMAN_1	P78381	9.98	41307.48
S35B2_HUMAN_1	Q8TB61	9.32	47514.76
S35E1_HUMAN_1	Q96K37	9.82	44772.54
S38A1_HUMAN_1	Q9H2H9	6.60	54047.60
S38AA_HUMAN_1	Q9HBR0	5.51	119762.23
S39AA_HUMAN_1	Q9ULF5	6.18	91092.14
S39AB_HUMAN_1	Q8N1S5	5.44	35396.05
S39AE_HUMAN_1	Q15043	4.99	50842.17
S39A6_HUMAN_1	Q13433	6.38	82043.11
S39A7_HUMAN_1	Q92504	6.36	50118.13
4F2_HUMAN_1	P08195	4.89	67994.01
S41A3_HUMAN_1	Q96GZ6	7.97	54766.69
CTL1_HUMAN_1	Q8WWI5	8.94	73170.92
CTL2_HUMAN_1	Q8IWA5	8.89	80123.63
CTL4_HUMAN_1	Q53GD3	8.91	79253.83
B3AT_HUMAN_1	P02730	5.08	101792.33
NADAP_HUMAN_1	Q9BWU0	5.11	88814.13
B3A2_HUMAN_1	P04920	5.90	137009.32
S4A7_HUMAN_1	Q9Y6M7	6.26	136044.01
CTR1_HUMAN_1	P30825	5.29	67638.37
LAT1_HUMAN_1	Q01650	7.90	55010.24
SL9A1_HUMAN_1	P19634	6.74	90763.00
NHRF1_HUMAN_1	O14745	5.55	38737.24
NHRF2_HUMAN_1	Q15599	7.80	37413.77
SLN11_HUMAN_1	Q7Z7L1	8.00	102835.52
SLFN5_HUMAN_1	Q08AF3	8.54	101054.70
SLIRP_HUMAN_1	Q9GZT3	UNDEFINED	0.00
SLK_HUMAN_1	Q9H2G2	5.08	142694.93
SLMAP_HUMAN_1	Q14BN4	5.35	95198.30
SLPI_HUMAN_1	P03973	9.11	11725.93
SLTM_HUMAN_1	Q9NWH9	7.77	117017.20
SLU7_HUMAN_1	O95391	6.69	68255.47
SMAD1_HUMAN_1	Q15797	6.90	52260.03
SMAD2_HUMAN_1	Q15796	6.13	52174.93
SMAD3_HUMAN_1	P84022	6.72	47949.56
SMAD4_HUMAN_1	Q13485	6.50	60439.14
SMAP1_HUMAN_1	Q8IYB5	8.92	50386.49
SMAP2_HUMAN_1	Q8WU79	9.01	46785.90
SMCA1_HUMAN_1	P28370	8.27	122604.70
SMCA2_HUMAN_1	P51531	6.76	181279.39
SMCA4_HUMAN_1	P51532	7.83	184645.58
SMCA5_HUMAN_1	O60264	8.27	121774.16
SMRCD_HUMAN_1	Q9H4L7	5.39	117402.28
SMAL1_HUMAN_1	Q9NZC9	9.15	105806.81
SNF5_HUMAN_1	Q12824	5.86	44141.22
SMRC1_HUMAN_1	Q92922	5.51	122735.83
SMRC2_HUMAN_1	Q8TAQ2	5.49	132879.42
SMRD1_HUMAN_1	Q96GM5	9.31	58232.53
SMRD2_HUMAN_1	Q92925	9.66	58920.94
SMRD3_HUMAN_1	Q6STE5	9.38	54884.76
SMCE1_HUMAN_1	Q969G3	4.84	46649.42
SMC1A_HUMAN_1	Q14683	7.51	143232.89
SMC2_HUMAN_1	O95347	8.54	135656.08
SMC3_HUMAN_1	Q9UQE7	6.77	141541.65
SMC4_HUMAN_1	Q9NTJ3	6.37	147182.00
SMC5_HUMAN_1	Q8IY18	8.63	128806.48
SMC6_HUMAN_1	Q96SB8	6.57	126325.57
SMHD1_HUMAN_1	A6NHR9	6.98	226242.39
SMG1_HUMAN_1	Q96Q15	6.03	410500.57
SMG5_HUMAN_1	Q9UPR3	5.63	113796.45
EST1A_HUMAN_1	Q86US8	6.66	160461.83
SMG7_HUMAN_1	Q92540	8.87	127150.43
SMG8_HUMAN_1	Q8ND04	7.74	109683.66
SMG9_HUMAN_1	Q9H0W8	6.52	57519.49
SPF30_HUMAN_1	O75940	6.78	26711.10
SMOC2_HUMAN_1	Q9H3U7	8.82	47436.27
NSMA3_HUMAN_1	Q9NXE4	8.11	93351.68
ASM3B_HUMAN_1	Q92485	5.21	48772.36
SPSY_HUMAN_1	P52788	4.87	41137.01
SMTN_HUMAN_1	P53814	9.20	98927.47
SMU1_HUMAN_1	Q2TAY7	6.74	57543.89
SMU1_HUMAN_2	Q2TAY7	6.73	57412.70
SMUG1_HUMAN_1	Q53HV7	6.18	29861.73
SMYD2_HUMAN_1	Q9NRG4	6.27	49688.06
SMYD3_HUMAN_1	Q9H7B4	7.05	49097.14
SMYD5_HUMAN_1	Q6GMV2	4.98	47340.57
SNP23_HUMAN_1	O00161	4.89	23354.05
SNP29_HUMAN_1	O95721	5.56	28970.32
SNAPN_HUMAN_1	O95295	9.36	14742.77
SYUA_HUMAN_1	P37840	4.67	14460.16
SYUG_HUMAN_1	O76070	4.86	13330.80
SND1_HUMAN_1	Q7KZF4	6.77	101865.80
SNF8_HUMAN_1	Q96H20	6.20	28864.27
SNIP1_HUMAN_1	Q8TAD8	10.00	45777.52
U520_HUMAN_1	O75643	5.73	244507.60
SNR27_HUMAN_1	Q8WVK2	11.62	18860.17
SNR40_HUMAN_1	Q96DI7	8.34	39310.53
RU17_HUMAN_1	P08621	9.94	51425.49
SNRPA_HUMAN_1	P09012	9.83	31148.34
RU2A_HUMAN_1	P09661	8.72	28284.37
RU2B_HUMAN_1	P08579	9.72	25486.33
RU1C_HUMAN_1	P09234	9.72	17393.67
SMD1_HUMAN_1	P62314	11.56	13281.57
SMD2_HUMAN_1	P62316	9.92	13395.68
SMD3_HUMAN_1	P62318	10.33	13785.05
RUXE_HUMAN_1	P62304	9.46	10803.60
RUXF_HUMAN_1	P62306	4.63	9594.00
RUXG_HUMAN_1	P62308	8.98	8496.07
SNTB1_HUMAN_1	Q13884	8.81	57929.91
SNTB2_HUMAN_1	Q13425	9.03	57949.60
SPN1_HUMAN_1	O95149	6.17	41142.53
SNW1_HUMAN_1	Q13573	9.53	61363.23
SNX1_HUMAN_1	Q13596	5.08	59069.51
SNX12_HUMAN_1	Q9UMY4	7.68	19599.29
SNX17_HUMAN_1	Q15036	7.07	52901.24
SNX18_HUMAN_1	Q96RF0	5.44	68894.43
SNX2_HUMAN_1	O60749	5.04	58471.10
SNX21_HUMAN_1	Q969T3	5.10	41365.39
SNX27_HUMAN_1	Q96L92	6.06	61265.19
SNX29_HUMAN_1	Q8TEQ0	5.86	91253.73
SNX3_HUMAN_1	O60493	8.73	18631.16
SNX30_HUMAN_1	Q5VWJ9	5.21	49676.57
SNX33_HUMAN_1	Q8WV41	6.30	65264.52
SNX4_HUMAN_1	O95219	5.69	51908.83
SNX5_HUMAN_1	Q9Y5X3	6.33	46685.30
SNX6_HUMAN_1	Q9UNH7	5.81	46648.80
SNX6_HUMAN_2	Q9UNH7	5.81	46517.61
SNX7_HUMAN_1	Q9UNH6	5.02	45302.70
SNX8_HUMAN_1	Q9Y5X2	6.96	52569.38
SNX9_HUMAN_1	Q9Y5X1	5.40	66591.65
SOAT1_HUMAN_1	P35610	9.08	64734.61
SODC_HUMAN_1	P00441	5.70	15804.55
SODM_HUMAN_1	P04179	6.86	22204.14
SODE_HUMAN_1	P08294	6.32	24132.79
SON_HUMAN_1	P18583	5.50	263698.78
SRBS1_HUMAN_1	Q9BX66	6.40	142512.85
SRBS2_HUMAN_1	O94875	8.56	124107.50
VINEX_HUMAN_1	O60504	9.48	75341.07
DHSO_HUMAN_1	Q00796	8.25	38193.36
SORL_HUMAN_1	Q92673	5.18	239295.80
SORT_HUMAN_1	Q99523	5.20	83861.17
SOS1_HUMAN_1	Q07889	6.38	152464.09
SWAHC_HUMAN_1	Q53LP3	6.55	55672.03
SOX17_HUMAN_1	Q9H6I2	6.00	44116.53
SP1_HUMAN_1	P08047	6.93	80561.76
SP100_HUMAN_1	P23497	8.50	100285.43
SP110_HUMAN_1	Q9HB58	9.10	78395.54
SP14L_HUMAN_1	Q9H930	8.79	67005.22
SP3_HUMAN_1	Q02447	5.08	81925.34
SPAG1_HUMAN_1	Q07617	6.46	103638.50
SPAG7_HUMAN_1	O75391	7.89	25903.24
JIP4_HUMAN_1	O60271	5.04	146205.41
SPRC_HUMAN_1	P09486	4.66	32697.72
SPRL1_HUMAN_1	Q14515	4.70	73568.70
SPAST_HUMAN_1	Q9UBP0	9.67	67197.21
SPT20_HUMAN_1	Q8TB22	6.66	85653.92
SPAT5_HUMAN_1	Q8NB90	5.50	97904.42
SPA5L_HUMAN_1	Q9BVQ7	8.42	80710.34
SPAS2_HUMAN_1	Q86XZ4	9.01	59544.67
SPS2L_HUMAN_1	Q9NUQ6	9.67	61597.81
SPC24_HUMAN_1	Q8NBT2	4.65	22478.21
SPC25_HUMAN_1	Q9HBM1	7.70	26152.81
SPCS1_HUMAN_1	Q9Y6A9	9.34	11804.82
SPCS2_HUMAN_1	Q15005	8.70	24871.62
SPCS3_HUMAN_1	P61009	8.66	20313.41
CYTSB_HUMAN_1	Q5M775	6.29	118584.98
CYTSA_HUMAN_1	Q69YQ0	5.52	124601.92
SPEF2_HUMAN_1	Q9C093	5.40	209810.84
MINT_HUMAN_1	Q96T58	7.35	402248.23
SPTCS_HUMAN_1	Q96JI7	5.63	278868.14
SPG20_HUMAN_1	Q8N0X7	5.66	72833.02
SPG21_HUMAN_1	Q9NZD8	5.85	34960.15
SPG7_HUMAN_1	Q9UQ90	8.79	88234.72
SPICE_HUMAN_1	Q8N0Z3	7.03	96264.47
SPIN1_HUMAN_1	Q9Y657	6.46	29600.56
SPIT1_HUMAN_1	O43278	5.63	54824.67
SPIT2_HUMAN_1	O43291	8.26	25415.68
SPNS1_HUMAN_1	Q9H2V7	6.21	56498.53
TICN2_HUMAN_1	Q92563	4.65	44606.35
SPON1_HUMAN_1	Q9HCB6	5.65	88150.95
OSTP_HUMAN_1	P10451	4.35	33713.53
SPP2A_HUMAN_1	Q8TCT8	8.48	55522.02
SPRE_HUMAN_1	P35270	8.25	28048.46
SPRY4_HUMAN_1	Q8WW59	6.44	23128.53
SPRY7_HUMAN_1	Q5W111	6.24	21534.59
SPTA1_HUMAN_1	P02549	4.95	280014.47
SPTN1_HUMAN_1	Q13813	5.22	284539.36
SPTB1_HUMAN_1	P11277	5.15	246336.92
SPTB2_HUMAN_1	Q01082	5.39	274478.04
SPTN2_HUMAN_1	O15020	5.79	271193.67
SPTN5_HUMAN_1	Q9NRC6	6.21	416750.02
SPTC1_HUMAN_1	O15269	5.72	52743.95
SPTC2_HUMAN_1	O15270	7.89	62924.28
ERG1_HUMAN_1	Q14534	8.80	63923.10
SQRD_HUMAN_1	Q9Y6N5	UNDEFINED	0.00
SQSTM_HUMAN_1	Q13501	5.10	47555.98
SRA1_HUMAN_1	Q9HD15	6.54	25673.02
SRBD1_HUMAN_1	Q8N5C6	8.94	111775.59
SRC_HUMAN_1	P12931	7.22	59703.57
SRCAP_HUMAN_1	Q6ZRS2	5.69	343554.68
PORED_HUMAN_1	Q9H8P0	9.49	36521.32
SREK1_HUMAN_1	Q8WXA9	10.39	59380.29
SRFB1_HUMAN_1	Q8NEF9	9.59	48502.73
SRGP1_HUMAN_1	Q7Z6B7	6.36	124264.30
SRGP2_HUMAN_1	O75044	6.25	120880.59
SRGP3_HUMAN_1	O43295	6.23	124503.78
SORCN_HUMAN_1	P30626	5.32	21676.38
SPEE_HUMAN_1	P19623	5.30	33824.68
SRP14_HUMAN_1	P37108	10.05	14438.74
SRP19_HUMAN_1	P09132	9.87	16155.69
SRP54_HUMAN_1	P61011	8.87	55704.71
SRP68_HUMAN_1	Q9UHB9	8.75	70729.62
SRP72_HUMAN_1	O76094	9.31	74475.01
SRP09_HUMAN_1	P49458	8.28	9980.55
SRPK1_HUMAN_1	Q96SB4	5.81	74324.78
SRPK2_HUMAN_1	P78362	4.87	77526.68
SRPK2_HUMAN_2	P78362	4.94	15551.53
SRPK2_HUMAN_3	P78362	4.86	61993.16
SRPRB_HUMAN_1	Q9Y5M8	9.17	29702.22
SRPX_HUMAN_1	P78539	8.84	48334.84
SRPX2_HUMAN_1	O60687	6.72	50466.85
SRRM1_HUMAN_1	Q8IYB3	11.84	102335.14
SRRM2_HUMAN_1	Q9UQ35	12.05	299615.08
SRRT_HUMAN_1	Q9BXP5	5.70	100535.26
SRSF1_HUMAN_1	Q07955	10.37	27613.39
SRS10_HUMAN_1	O75494	11.26	31300.54
SRS11_HUMAN_1	Q05519	10.52	53410.99
SRSF2_HUMAN_1	Q01130	11.86	25345.16
SRSF3_HUMAN_1	P84103	11.64	19329.60
SRSF4_HUMAN_1	Q08170	11.52	56678.36
SRSF5_HUMAN_1	Q13243	11.59	31263.83
SRSF6_HUMAN_1	Q13247	11.42	39586.81
SRSF7_HUMAN_1	Q16629	11.83	27366.53
SRSF9_HUMAN_1	Q13242	8.74	25542.24
SRXN1_HUMAN_1	Q9BYN0	7.92	14259.15
SSXT_HUMAN_1	Q15532	5.95	45798.00
CREST_HUMAN_1	O75177	5.96	42990.38
LA_HUMAN_1	P05455	6.68	46837.06
SSBP_HUMAN_1	Q04837	8.24	15195.14
SSBP3_HUMAN_1	Q9BWW4	6.40	40421.19
SSFA2_HUMAN_1	P28290	5.11	138385.88
SSH3_HUMAN_1	Q8TE77	5.19	72864.35
SSNA1_HUMAN_1	O43805	5.37	13465.02
SSRA_HUMAN_1	P43307	4.30	30160.62
SSRG_HUMAN_1	Q9UNL2	9.61	21080.50
SSRD_HUMAN_1	P51571	5.50	16765.87
SSRP1_HUMAN_1	Q08945	6.46	80943.64
SSA27_HUMAN_1	O60232	5.12	21343.14
SSU72_HUMAN_1	Q9NP77	5.16	22574.46
F10A1_HUMAN_1	P50502	5.18	41331.70
ST14_HUMAN_1	Q9Y5Y6	6.11	94769.73
SIA4A_HUMAN_1	Q11201	9.21	39075.03
ST5_HUMAN_1	P78524	9.35	126484.60
SIAT1_HUMAN_1	P15907	9.13	46604.58
STAB1_HUMAN_1	Q9NY15	6.02	272889.98
STAG1_HUMAN_1	Q8WVM7	5.40	144427.30
STAG2_HUMAN_1	Q8N3U4	5.27	141326.39
STAM1_HUMAN_1	Q92783	4.70	59048.39
STAM2_HUMAN_1	O75886	4.94	58164.25
STABP_HUMAN_1	O95630	5.89	48076.89
STAP2_HUMAN_1	Q9UGK3	8.34	44893.68
PCTL_HUMAN_1	Q9Y365	6.67	33048.72
STAR7_HUMAN_1	Q9NQZ5	6.46	36619.49
STAT1_HUMAN_1	P42224	5.74	87203.57
STAT2_HUMAN_1	P52630	5.34	97916.24
STAT3_HUMAN_1	P40763	5.94	87936.60
STA5A_HUMAN_1	P42229	5.98	90647.01
STA5B_HUMAN_1	P51692	5.71	89865.89
STAT6_HUMAN_1	P42226	5.84	94003.88
STAU1_HUMAN_1	O95793	9.46	63051.09
STAU2_HUMAN_1	Q9NUL3	9.62	62640.53
STEA3_HUMAN_1	Q658P3	8.86	54600.64
STIM1_HUMAN_1	Q13586	6.18	74889.31
STIP1_HUMAN_1	P31948	6.40	62639.26
STK10_HUMAN_1	O94804	6.52	112135.24
STK11_HUMAN_1	Q15831	6.81	48251.38
S11IP_HUMAN_1	Q8N1F8	5.26	121401.19
STK24_HUMAN_1	Q9Y6E0	5.49	49307.97
STK24_HUMAN_2	Q9Y6E0	5.52	36640.74
STK24_HUMAN_3	Q9Y6E0	5.37	12685.24
STK25_HUMAN_1	O00506	6.27	48111.69
STK3_HUMAN_1	Q13188	5.12	56301.09
STK3_HUMAN_2	Q13188	5.15	36584.98
STK3_HUMAN_3	Q13188	5.07	19734.13
STK38_HUMAN_1	Q15208	6.74	54059.00
ST38L_HUMAN_1	Q9Y2H1	6.38	53871.65
STK39_HUMAN_1	Q9UEW8	5.92	59474.02
STK4_HUMAN_1	Q13043	4.97	55630.16
STK4_HUMAN_2	Q13043	5.12	37114.38
STK4_HUMAN_3	Q13043	4.77	18533.79
STMN1_HUMAN_1	P16949	5.76	17171.32
STOM_HUMAN_1	P27105	7.71	31730.80
STML2_HUMAN_1	Q9UJZ1	5.37	35688.66
STON1_HUMAN_1	Q9Y6Q2	5.82	83141.36
STON2_HUMAN_1	Q8WXE9	5.20	101165.10
STRAP_HUMAN_1	Q9Y3F4	4.98	38438.31
STRBP_HUMAN_1	Q96SI9	8.91	73652.52
STRN_HUMAN_1	O43815	5.12	86132.11
STRN3_HUMAN_1	Q13033	5.17	87209.32
STRN4_HUMAN_1	Q9NRL3	5.21	80596.10
STT3A_HUMAN_1	P46977	8.28	80529.60
STT3B_HUMAN_1	Q8TCJ2	9.04	93543.10
CHIP_HUMAN_1	Q9UNE7	5.61	34856.20
STX10_HUMAN_1	O60499	4.81	27982.90
STX12_HUMAN_1	Q86Y82	5.45	31510.70
STX16_HUMAN_1	O14662	5.75	37031.21
STX17_HUMAN_1	P56962	6.14	33272.31
STX18_HUMAN_1	Q9P2W9	5.36	38673.55
STX3_HUMAN_1	Q13277	5.31	33155.03
STX4_HUMAN_1	Q12846	5.92	34179.93
STX5_HUMAN_1	Q13190	9.21	39672.53
STX6_HUMAN_1	O43752	4.84	29044.76
STX7_HUMAN_1	O15400	5.41	29684.34
STX8_HUMAN_1	Q9UNK0	4.91	26906.70
STXB1_HUMAN_1	P61764	6.50	67568.71
STXB2_HUMAN_1	Q15833	6.11	66452.55
STXB3_HUMAN_1	O00186	7.98	67764.27
STXB5_HUMAN_1	Q5T5C0	6.96	127572.57
TCP4_HUMAN_1	P53999	9.60	14264.15
SUCB1_HUMAN_1	Q9P2R7	5.61	44584.75
SUCA_HUMAN_1	P53597	8.77	32226.06
SUCB2_HUMAN_1	Q96I99	5.17	42564.92
SDS3_HUMAN_1	Q9H7L9	5.55	38004.93
SUGP1_HUMAN_1	Q8IWZ8	7.20	72470.86
SUGP2_HUMAN_1	Q8IX01	6.92	120207.07
SGT1_HUMAN_1	Q9Y2Z0	5.07	40892.91
SULF1_HUMAN_1	Q8IWU6	9.28	98756.94
ST1A1_HUMAN_1	P50225	6.16	34165.34
SUMF1_HUMAN_1	Q8NBK3	6.18	37352.37
SUMF2_HUMAN_1	Q8NBJ7	6.52	31220.85
SUMO1_HUMAN_1	P63165	5.19	11001.34
SUMO2_HUMAN_1	P61956	5.32	10608.91
SUN1_HUMAN_1	O94901	6.61	90063.97
SUN2_HUMAN_1	Q9UH99	6.27	80310.93
SUOX_HUMAN_1	P51687	5.24	51557.89
SP16H_HUMAN_1	Q9Y5B9	5.50	119782.56
SPT4H_HUMAN_1	P63272	8.33	13061.99
SPT5H_HUMAN_1	O00267	4.95	120999.57
SPT6H_HUMAN_1	Q7KZ85	4.81	198941.56
SUV3_HUMAN_1	Q8IYB8	7.37	85556.39
SURF1_HUMAN_1	Q15526	9.64	33331.41
SURF2_HUMAN_1	Q15527	9.33	29647.56
SURF4_HUMAN_1	O15260	7.81	30262.81
SURF6_HUMAN_1	O75683	10.65	41450.41
SUSD2_HUMAN_1	Q9UGT4	5.84	87569.47
SUZ12_HUMAN_1	Q15022	8.98	83054.80
SVEP1_HUMAN_1	Q4LDE5	5.31	388277.68
SVIL_HUMAN_1	O95425	6.55	247746.36
SWP70_HUMAN_1	Q9UH65	5.66	68997.63
SYAP1_HUMAN_1	Q96A49	4.45	39933.42
SYF2_HUMAN_1	O95926	8.42	28591.19
KSYK_HUMAN_1	P43405	8.43	72066.21
SYMPK_HUMAN_1	Q92797	5.82	141148.38
HNRPQ_HUMAN_1	O60506	8.68	69471.43
SYNE1_HUMAN_1	Q8NF91	5.37	1011085.96
SYNE2_HUMAN_1	Q8WXH0	5.26	796442.44
SNG2_HUMAN_1	O43760	4.75	24810.05
SYNJ2_HUMAN_1	O15056	6.96	165537.98
SYNEM_HUMAN_1	O15061	5.09	172767.63
SYNPO_HUMAN_1	Q8N3V7	8.92	99463.41
SYNP2_HUMAN_1	Q9UMS6	8.75	117514.07
SYNRG_HUMAN_1	Q9UMZ2	4.90	140654.25
SYPL1_HUMAN_1	Q16563	8.69	28565.28
SYTL1_HUMAN_1	Q8IYJ3	5.32	61857.11
SYVN1_HUMAN_1	Q86TM6	6.34	65483.14
TAB1_HUMAN_1	Q15750	5.31	54644.11
TACC1_HUMAN_1	O75410	4.81	87663.14
TACC2_HUMAN_1	O95359	4.71	309427.43
TACC3_HUMAN_1	Q9Y6A5	4.97	90228.44
TACO1_HUMAN_1	Q9BSH4	8.37	32477.09
TACD2_HUMAN_1	P09758	8.98	33120.13
TADA3_HUMAN_1	O75528	5.90	48902.34
TAF1_HUMAN_1	P21675	4.96	212677.24
TAF10_HUMAN_1	Q12962	6.11	21580.11
RBP56_HUMAN_1	Q92804	8.04	61829.95
TAF2_HUMAN_1	Q6P1X5	8.45	136971.40
TAF4_HUMAN_1	O00268	9.95	110114.33
TAF5_HUMAN_1	Q15542	5.40	86830.26
TAF6_HUMAN_1	P49848	8.83	72668.44
TAF6L_HUMAN_1	Q9Y6J9	9.14	67814.36
TAF7_HUMAN_1	Q15545	5.07	40259.07
TAF9_HUMAN_1	Q16594	8.77	28973.84
TAGL_HUMAN_1	Q01995	8.88	22479.71
TAGL2_HUMAN_1	P37802	8.45	22260.25
TALDO_HUMAN_1	P37837	6.36	37540.13
TAM41_HUMAN_1	Q96BW9	8.23	48222.52
TANC1_HUMAN_1	Q9C0D5	8.63	202219.25
TANK_HUMAN_1	Q92844	5.46	47815.72
TAOK1_HUMAN_1	Q7L7X3	7.30	116070.22
TAOK2_HUMAN_1	Q9UL54	6.84	138251.41
TAOK3_HUMAN_1	Q9H2K8	6.83	105405.82
TAP1_HUMAN_1	Q03518	8.24	87217.70
TAP2_HUMAN_1	Q03519	8.24	75663.85
TPSN_HUMAN_1	O15533	6.53	45714.40
TPSNR_HUMAN_1	Q9BX59	5.19	48334.84
TAPT1_HUMAN_1	Q6NXT6	8.57	64128.43
TARB1_HUMAN_1	Q13395	6.66	181674.76
TRBP2_HUMAN_1	Q15633	6.11	39039.32
TADBP_HUMAN_1	Q13148	5.85	44739.81
SYTC_HUMAN_1	P26639	6.23	83435.10
SYTM_HUMAN_1	Q9BW92	UNDEFINED	0.00
SYTC2_HUMAN_1	A2RTX5	5.74	92514.36
TATD1_HUMAN_1	Q6P1N9	6.51	33601.66
TAXB1_HUMAN_1	Q86VP1	5.29	90877.09
TX1B3_HUMAN_1	O14907	8.02	13603.51
TBCD1_HUMAN_1	Q86TI0	6.51	133083.99
TB10A_HUMAN_1	Q9BXI6	8.69	57117.59
TB10B_HUMAN_1	Q4KMP7	9.27	87198.75
TBC13_HUMAN_1	Q9NVG8	5.11	46553.54
TBC15_HUMAN_1	Q8TC07	5.44	79359.47
TBC17_HUMAN_1	Q9HA65	5.05	72728.28
TBD2A_HUMAN_1	Q9BYX2	6.15	105413.83
TB22A_HUMAN_1	Q8WUA7	5.63	58989.74
TBC23_HUMAN_1	Q9NUY8	5.23	78321.87
TBC24_HUMAN_1	Q9ULP9	7.14	62919.50
TBD2B_HUMAN_1	Q9UPU7	5.84	109880.49
TBCD4_HUMAN_1	O60343	6.57	146563.40
TBCD5_HUMAN_1	Q92609	6.10	89004.42
TBC8B_HUMAN_1	Q0IIM8	5.66	128708.93
TBC9B_HUMAN_1	Q66K14	5.14	140524.75
TBCA_HUMAN_1	O75347	5.25	12723.64
TBCB_HUMAN_1	Q99426	5.06	27325.53
TBCC_HUMAN_1	Q15814	5.55	39248.15
TBCD_HUMAN_1	Q9BTW9	5.80	132599.93
TBCE_HUMAN_1	Q15813	6.31	59214.99
TBCEL_HUMAN_1	Q5QJ74	5.23	48194.99
TBCK_HUMAN_1	Q8TEA7	6.12	100679.27
TBK1_HUMAN_1	Q9UHD2	6.32	83642.13
TBL1R_HUMAN_1	Q9BZK7	5.28	55463.69
TBL2_HUMAN_1	Q9Y4P3	9.52	49797.84
TBL3_HUMAN_1	Q12788	6.45	88903.49
TBP_HUMAN_1	P20226	9.80	37698.15
TBPL1_HUMAN_1	P62380	9.61	20886.52
TBRG4_HUMAN_1	Q969Z0	6.52	59012.30
THAS_HUMAN_1	P24557	7.56	60518.30
TCEA1_HUMAN_1	P23193	8.65	33969.64
TCEA3_HUMAN_1	O75764	9.32	38971.68
TCAL4_HUMAN_1	Q96EI5	5.16	24647.24
ELOC_HUMAN_1	Q15369	4.74	12473.16
ELOB_HUMAN_1	Q15370	4.73	13132.82
ELOA1_HUMAN_1	Q14241	9.59	89908.83
TCRG1_HUMAN_1	O14776	8.71	123901.03
HTF4_HUMAN_1	Q99081	6.52	72964.91
TCF20_HUMAN_1	Q9UGU0	9.16	211771.04
TCF25_HUMAN_1	Q9BQ70	5.95	76666.65
VPP3_HUMAN_1	Q13488	6.66	92968.03
TCOF_HUMAN_1	Q13428	9.06	152106.04
TCPA_HUMAN_1	P17987	5.80	60343.58
T11L1_HUMAN_1	Q9NUJ3	5.41	57034.93
TYDP1_HUMAN_1	Q9NUW8	7.34	68420.40
TYDP2_HUMAN_1	O95551	5.02	40929.56
TDRD3_HUMAN_1	Q9H7E2	9.27	73184.72
TDRD7_HUMAN_1	Q8NHU6	6.84	123585.54
TDRKH_HUMAN_1	Q9Y2W6	4.91	62046.08
TEAD3_HUMAN_1	Q99594	8.51	48545.22
TECR_HUMAN_1	Q9NZ01	9.50	36034.39
TEFM_HUMAN_1	Q96QE5	9.27	37582.43
TELO2_HUMAN_1	Q9Y4R8	5.54	91747.03
TEP1_HUMAN_1	Q99973	8.26	290489.95
TERF2_HUMAN_1	Q15554	9.38	59593.50
TE2IP_HUMAN_1	Q9NYB0	4.64	44128.79
TES_HUMAN_1	Q9UGI8	7.96	47996.41
TEX10_HUMAN_1	Q9NXF1	9.43	105674.13
TEX2_HUMAN_1	Q8IWB9	5.71	125302.70
TX264_HUMAN_1	Q9Y6I9	4.82	30946.53
TRFE_HUMAN_1	P02787	6.70	75195.46
TFAM_HUMAN_1	Q00059	9.65	24400.08
TFAP4_HUMAN_1	Q01664	5.63	38725.61
TFB1M_HUMAN_1	Q8WVM0	9.09	36569.23
TFB2M_HUMAN_1	Q9H5Q4	9.11	43261.26
TFCP2_HUMAN_1	Q12800	5.53	57255.66
TFF3_HUMAN_1	Q07654	5.13	6580.45
TFG_HUMAN_1	Q92734	4.94	43447.94
TFP11_HUMAN_1	Q9UBB9	5.45	96819.80
TFR1_HUMAN_1	P02786	6.18	84871.38
TFR1_HUMAN_2	P02786	6.37	73805.79
TGFB1_HUMAN_1	P01137	8.44	28490.45
TGFB1_HUMAN_2	P01137	8.59	12794.81
TGFI1_HUMAN_1	O43294	6.62	49814.19
TGFB2_HUMAN_1	P61812	9.21	32833.48
TGFB2_HUMAN_2	P61812	7.69	12719.61
BGH3_HUMAN_1	Q15582	7.37	72418.03
